timestamp,Date,load,Year,Month,Hour
2020-01-14 14:00:00,2020-01-14,17716.0,2020,1,15.0
2020-01-14 15:00:00,2020-01-14,17905.0,2020,1,16.0
2020-01-14 16:00:00,2020-01-14,18392.0,2020,1,17.0
2020-01-14 17:00:00,2020-01-14,19128.0,2020,1,18.0
2020-01-14 18:00:00,2020-01-14,18766.0,2020,1,19.0
2020-01-14 19:00:00,2020-01-14,18361.0,2020,1,20.0
2020-01-14 20:00:00,2020-01-14,17992.0,2020,1,21.0
2020-01-14 21:00:00,2020-01-14,17376.0,2020,1,22.0
2020-01-14 22:00:00,2020-01-14,16401.0,2020,1,23.0
2020-01-14 23:00:00,2020-01-14,15098.0,2020,1,24.0
2020-01-15 00:00:00,2020-01-15,14319.0,2020,1,1.0
2020-01-15 01:00:00,2020-01-15,14114.0,2020,1,2.0
2020-01-15 02:00:00,2020-01-15,13952.0,2020,1,3.0
2020-01-15 03:00:00,2020-01-15,13742.0,2020,1,4.0
2020-01-15 04:00:00,2020-01-15,13900.0,2020,1,5.0
2020-01-15 05:00:00,2020-01-15,14569.0,2020,1,6.0
2020-01-15 06:00:00,2020-01-15,15852.0,2020,1,7.0
2020-01-15 07:00:00,2020-01-15,17223.0,2020,1,8.0
2020-01-15 08:00:00,2020-01-15,17405.0,2020,1,9.0
2020-01-15 09:00:00,2020-01-15,17378.0,2020,1,10.0
2020-01-15 10:00:00,2020-01-15,17460.0,2020,1,11.0
2020-01-15 11:00:00,2020-01-15,17284.0,2020,1,12.0
2020-01-15 12:00:00,2020-01-15,17361.0,2020,1,13.0
2020-01-15 13:00:00,2020-01-15,17128.0,2020,1,14.0
2020-01-15 14:00:00,2020-01-15,17157.0,2020,1,15.0
2020-01-15 15:00:00,2020-01-15,17428.0,2020,1,16.0
2020-01-15 16:00:00,2020-01-15,17933.0,2020,1,17.0
2020-01-15 17:00:00,2020-01-15,18573.0,2020,1,18.0
2020-01-15 18:00:00,2020-01-15,18667.0,2020,1,19.0
2020-01-15 19:00:00,2020-01-15,18315.0,2020,1,20.0
2020-01-15 20:00:00,2020-01-15,17972.0,2020,1,21.0
2020-01-15 21:00:00,2020-01-15,17284.0,2020,1,22.0
2020-01-15 22:00:00,2020-01-15,16197.0,2020,1,23.0
2020-01-15 23:00:00,2020-01-15,15070.0,2020,1,24.0
2020-01-16 00:00:00,2020-01-16,14258.0,2020,1,1.0
2020-01-16 01:00:00,2020-01-16,13938.0,2020,1,2.0
2020-01-16 02:00:00,2020-01-16,13913.0,2020,1,3.0
2020-01-16 03:00:00,2020-01-16,13919.0,2020,1,4.0
2020-01-16 04:00:00,2020-01-16,14069.0,2020,1,5.0
2020-01-16 05:00:00,2020-01-16,14603.0,2020,1,6.0
